Date,Open,High,Low,Close,Volume
1989-10-24,18.6088,18.631,18.45959,18.51015
1989-10-25,18.16979,18.24008,18.07976,18.10936
1989-10-27,17.7394,17.88985,17.69008,17.83929
1989-10-30,17.87999,17.90958,17.78997,17.85039
1989-10-31,18.0292,18.0995,17.85902,18.0995
1989-11-01,18.24994,18.24994,18.12046,18.15006
1989-11-02,17.99961,18.0292,17.88985,17.90958
1989-11-03,17.61979,17.75914,17.61979,17.71967
1989-11-06,17.69008,18.0995,17.69008,18.0995
1989-11-07,17.85902,18.0995,17.78997,17.7986
1989-11-08,18.06867,18.19938,17.75914,18.19075
1989-11-09,18.42136,18.6088,18.36956,18.59894
1989-11-10,18.9208,19.23033,18.81968,19.19087
1989-11-13,19.70141,20.0097,19.70141,20.0097
1989-11-14,19.84076,19.91105,19.70141,19.70141
1989-11-15,20.23044,20.23044,19.91105,19.96038
1989-11-16,20.0097,20.23044,20.0097,20.15892
1989-11-17,20.15892,20.21071,20.0097,20.08986
1989-11-20,20.21071,20.27977,20.14042,20.18112
1989-11-21,19.98011,20.14042,19.98011,20.12932
1989-11-23,20.38089,20.51038,20.38089,20.44995
1989-11-24,20.51901,20.78908,20.51901,20.76935
1989-11-27,20.78908,20.92843,20.72002,20.80018
1989-11-28,20.65959,20.92843,20.65959,20.88033
1989-11-29,21.08011,21.18,20.99995,21.07024
1989-11-30,20.98022,21.46856,20.95063,21.36004
1989-12-01,22.05063,22.11969,21.79906,22.11969
1989-12-04,22.43045,22.50074,22.21958,22.28987
1989-12-05,22.09009,22.24917,22.07036,22.21958
1989-12-06,22.27877,22.43045,22.26027,22.38976
1989-12-07,22.62036,22.91016,22.53034,22.83987
1989-12-08,22.50074,22.50074,22.21958,22.26027
1989-12-11,22.38976,22.38976,22.19121,22.26027
1989-12-12,22.17025,22.21958,21.9902,22.17025
1989-12-13,22.02103,22.02103,21.74973,21.93964
1989-12-14,21.83975,22.14065,21.62888,21.76083
1989-12-15,21.78056,21.91991,21.78056,21.82126
1989-12-18,21.82989,22.02103,21.82989,21.9902
1989-12-19,22.05063,22.21958,21.99884,22.21958
1989-12-20,22.5698,22.72025,22.53034,22.63023
1989-12-21,22.63023,22.79054,22.62036,22.70052
1989-12-22,22.83987,23.1087,22.50937,23.1087
1989-12-27,23.29985,24.39985,23.29985,24.39985
1989-12-28,25.05097,25.09907,24.37026,24.71061
1990-01-02,24.32093,24.92889,24.32093,24.88079
1990-01-03,25.39873,25.86981,24.64032,25.53068
1990-01-04,25.21992,25.42956,25.09167,25.19032
1990-01-05,24.5799,25.02015,24.5392,24.88079
1990-01-08,25.09167,25.24089,25.09167,25.09907
1990-01-09,25.3605,25.3901,25.19032,25.19032
1990-01-10,25.12127,25.21006,24.94985,25.00041
1990-01-11,24.92889,25.25938,24.92889,25.17059
1990-01-12,25.25938,25.30871,25.02015,25.03988
1990-01-15,24.71061,24.94985,24.48987,24.88079
1990-01-16,24.47014,24.5392,24.12978,24.23954
1990-01-17,24.60949,24.68102,24.42082,24.43068
1990-01-18,23.99907,24.18034,23.87945,24.11868
1990-01-19,24.25064,24.35916,24.11868,24.18034
1990-01-22,24.31106,24.41095,24.25064,24.2901
1990-01-23,24.18034,24.829,24.18034,24.5799
1990-01-24,24.0299,24.07059,23.82889,24.01016
1990-01-25,24.60949,24.75008,24.51084,24.591
1990-01-26,24.7994,24.92026,24.72911,24.75008
1990-01-29,25.26925,25.29021,24.97945,25.16073
1990-01-30,25.12127,25.16073,25.06947,25.09167
1990-01-31,25.33091,25.3901,25.09167,25.19032
1990-02-01,25.49986,25.90927,25.25938,25.86981
1990-02-02,26.37049,26.58999,26.13988,26.54067
1990-02-05,26.85883,27.20042,26.82923,27.13013
1990-02-06,26.94885,27.0993,26.61959,26.94885
1990-02-07,26.32979,26.55053,26.27923,26.40008
1990-02-08,26.96981,27.01051,26.48024,26.96981
1990-02-09,26.73921,26.95995,26.27923,26.32979
