Date,Open,High,Low,Close,Volume
1989-01-12,12.41003,12.41003,12.29049,12.30036
1989-01-13,12.29049,12.33984,12.26088,12.26088
1989-01-16,12.28062,12.28062,12.13038,12.15999
1989-01-17,11.96039,12.00097,11.73996,11.7608
1989-01-18,11.67964,11.8606,11.67964,11.79041
1989-01-19,12.01961,12.04045,11.95052,11.99
1989-01-20,11.89021,11.99,11.8606,11.8606
1989-01-23,11.79041,11.81892,11.79041,11.79041
1989-01-24,11.81892,11.89021,11.79041,11.81892
1989-01-25,11.85072,11.87924,11.71912,11.71912
1989-01-26,11.4296,11.49101,11.36928,11.41973
1989-01-27,11.51843,11.5601,11.47018,11.49101
1989-01-30,11.4296,11.4296,10.96899,11.02931
1989-01-31,11.01067,11.15104,10.96022,11.0008
1989-02-01,10.96022,11.02931,10.86042,10.95035
1989-02-02,11.14008,11.25084,11.12911,11.25084
1989-02-03,11.39012,11.4296,11.35064,11.40109
1989-02-06,11.38025,11.6292,11.38025,11.6292
1989-02-07,11.71912,11.71912,11.56888,11.67964
1989-02-08,11.81124,11.81124,11.73996,11.74983
1989-02-09,11.61055,11.66868,11.5601,11.6292
1989-02-10,11.56888,11.64016,11.49979,11.64016
1989-02-13,11.40109,11.4296,11.36161,11.36161
1989-02-14,11.31993,11.36161,11.25084,11.25084
1989-02-15,11.1006,11.16969,11.01067,11.07976
1989-02-16,11.16969,11.16969,11.06112,11.07976
1989-02-17,11.21904,11.27935,11.15104,11.27935
1989-02-20,11.4296,11.47018,11.3298,11.35064
1989-02-21,11.20039,11.3298,11.20039,11.27935
1989-02-22,11.20039,11.23987,11.15104,11.21136
1989-02-23,11.02931,11.07976,10.96899,11.02931
1989-02-24,11.07976,11.25084,11.07976,11.23987
1989-02-27,11.01067,11.21904,11.0008,11.21904
1989-02-28,11.25084,11.31116,11.25084,11.26071
1989-03-01,11.36161,11.47018,11.36161,11.40109
1989-03-02,11.38025,11.47018,11.38025,11.45044
1989-03-03,11.61823,11.67964,11.59959,11.67964
1989-03-06,11.71912,12.07006,11.71912,12.07006
1989-03-07,12.1907,12.1907,11.96039,12.01961
1989-03-08,11.87924,12.04045,11.83976,12.04045
1989-03-09,12.17973,12.29049,12.11064,12.26088
1989-03-10,12.42977,12.45061,12.37932,12.37932
1989-03-13,12.29049,12.45061,12.23018,12.36945
1989-03-14,12.55041,12.55041,12.47035,12.50983
1989-03-15,12.55041,12.55041,12.47035,12.5197
1989-03-16,12.3201,12.34971,12.28062,12.28062
1989-03-17,12.34971,12.34971,12.21044,12.26088
1989-03-20,12.01961,12.04045,11.94065,12.00097
1989-03-21,12.01084,12.04045,11.98013,12.04045
1989-03-22,12.0898,12.14025,12.06019,12.06019
1989-03-23,12.04045,12.11064,11.99,12.11064
1989-03-28,12.13038,12.15999,12.11064,12.13038
1989-03-29,12.21044,12.29049,12.21044,12.24005
1989-03-30,12.30036,12.3201,12.29049,12.29049
1989-03-31,12.29049,12.3201,12.29049,12.30914
1989-04-03,12.45061,12.57015,12.45061,12.5197
1989-04-04,12.5197,12.5197,12.38919,12.38919
1989-04-05,12.42977,12.42977,12.34971,12.41003
1989-04-06,12.29049,12.38919,12.29049,12.29049
1989-04-07,12.23018,12.3201,12.23018,12.3201
1989-04-10,12.34971,12.49996,12.34971,12.42977
1989-04-11,12.52957,12.60963,12.5197,12.5197
1989-04-12,12.49996,12.66994,12.49996,12.66007
1989-04-13,12.79058,12.8509,12.66994,12.66994
1989-04-14,12.62059,12.66994,12.55041,12.62059
1989-04-17,12.77084,12.83993,12.70943,12.74013
1989-04-18,12.77084,12.77084,12.73026,12.77084
1989-04-19,12.66994,12.74013,12.66994,12.70065
1989-04-20,12.62059,12.66994,12.58989,12.66994
1989-04-21,12.5197,12.52957,12.37932,12.41003
1989-04-24,12.47035,12.47912,12.34971,12.37932
1989-04-25,12.29049,12.3201,12.27075,12.30036
1989-04-26,12.3201,12.3201,12.20057,12.20057
1989-04-27,12.23018,12.23018,12.00097,12.01961
1989-04-28,12.04045,12.11064,12.00097,12.07006
1989-05-02,11.92969,11.99,11.92969,11.96039
1989-05-03,12.00097,12.00097,11.95052,11.95052
1989-05-05,12.04045,12.20057,12.04045,12.20057
1989-05-08,12.21044,12.21044,12.0898,12.14025
1989-05-09,12.0898,12.0898,11.96039,11.99
1989-05-10,12.06019,12.11064,12.00097,12.0898
1989-05-11,12.3201,12.3201,12.24005,12.24005
1989-05-12,12.15999,12.17973,12.11064,12.13038
1989-05-16,12.10077,12.14025,12.07993,12.07993
1989-05-17,12.07006,12.15999,12.06019,12.13038
1989-05-18,12.23018,12.24005,12.20057,12.23018
1989-05-19,12.33984,12.45061,12.33984,12.41003
1989-05-22,12.47035,12.58989,12.47035,12.5197
1989-05-23,12.70065,12.82019,12.70065,12.77084
1989-05-24,13.2797,13.59993,13.2797,13.51
1989-05-26,13.4102,13.64051,13.32905,13.57032
1989-05-29,13.49904,13.69973,13.49904,13.69973
1989-05-30,14.08028,14.23929,14.00899,14.14937
1989-05-31,14.28864,14.28864,14.00899,14.10989
1989-06-01,13.96951,14.1384,13.92016,14.05944
1989-06-02,14.10989,14.1384,14.03092,14.10989
1989-06-05,14.1384,14.1384,13.98925,14.03092
1989-06-06,13.95964,14.00899,13.92016,13.98925
1989-06-07,14.23052,14.42025,14.23052,14.33909
1989-06-08,14.6001,14.77009,14.6001,14.74925
1989-06-09,14.6988,14.70977,14.6988,14.6988
1989-06-12,14.86002,14.86002,14.74925,14.78983
1989-06-13,14.67139,14.6988,14.6001,14.67139
1989-06-14,14.77009,14.80957,14.6988,14.73938
1989-06-15,14.67139,14.6988,14.53101,14.58146
1989-06-16,14.53101,14.65055,14.53101,14.58146
1989-06-19,14.90937,15.07058,14.88963,15.03987
1989-06-20,15.24934,15.24934,15.03987,15.05961
1989-06-21,15.02013,15.02013,14.95981,15.02013
1989-06-22,15.09032,15.19999,14.99929,14.99929
1989-06-23,15.07058,15.11006,14.99929,15.07058
1989-06-26,15.07058,15.07058,14.94007,14.99052
1989-06-27,14.86002,14.86002,14.80957,14.86002
1989-06-28,15.04974,15.14077,14.99929,15.14077
1989-06-29,15.14077,15.3601,15.14077,15.3601
1989-06-30,15.33049,15.5904,15.33049,15.45003
1989-07-03,15.54873,15.65949,15.50925,15.63975
1989-07-04,15.5904,15.65949,15.43029,15.45003
1989-07-05,15.29101,15.34036,15.09032,15.18025
1989-07-06,14.88085,15.02013,14.88085,14.99052
1989-07-07,15.03987,15.07058,15.03987,15.07058
1989-07-10,15.14077,15.16051,15.02013,15.04974
1989-07-11,14.88963,14.99929,14.88963,14.99052
1989-07-12,14.94885,15.02013,14.88085,14.92033
1989-07-13,14.94885,15.19999,14.92033,15.14077
1989-07-14,14.99052,15.05961,14.94007,15.02013
1989-07-17,15.02013,15.05961,14.73938,14.8304
1989-07-18,14.74925,14.88085,14.71964,14.82053
1989-07-19,15.16051,15.24056,15.1298,15.19012
1989-07-20,15.37984,15.39081,15.32062,15.37984
1989-07-21,15.31075,15.59918,15.31075,15.56957
1989-07-24,15.72968,15.72968,15.45003,15.45003
1989-07-25,15.43029,15.62988,15.43029,15.62988
1989-07-26,15.95999,16.0203,15.8898,15.8898
1989-07-27,16.16068,16.17055,16.03017,16.09049
1989-07-28,15.99069,16.0203,15.91063,15.9205
1989-07-31,15.91063,16.03017,15.87006,15.97973
1989-08-01,16.14094,16.25938,16.14094,16.21003
1989-08-02,16.29996,16.33944,16.16068,16.18042
1989-08-03,16.0203,16.03017,15.74942,15.77026
1989-08-04,15.79987,15.84922,15.74942,15.82071
1989-08-07,15.91063,16.19029,15.78013,16.19029
1989-08-08,16.65089,16.74082,16.63993,16.65089
1989-08-09,16.55987,16.63993,16.55987,16.60045
1989-08-10,16.60045,16.60045,16.51929,16.55
1989-08-11,16.47981,16.55987,16.46007,16.46007
1989-08-14,16.30983,16.30983,16.22977,16.24074
1989-08-15,16.1212,16.50942,16.05101,16.50942
1989-08-16,16.86913,16.94042,16.65089,16.67941
1989-08-17,16.61909,16.72985,16.55987,16.69037
1989-08-18,16.61909,16.80114,16.57961,16.72985
1989-08-21,17.04131,17.31,17.00073,17.31
1989-08-22,17.4405,17.46024,17.2102,17.25955
1989-08-23,17.25955,17.27929,16.97003,17.04131
1989-08-24,17.0797,17.12905,16.90094,17.0106
1989-08-25,17.18936,17.2102,17.0797,17.20033
1989-08-28,17.08957,17.14001,17.08957,17.08957
1989-08-29,17.0797,17.2102,17.0797,17.16853
1989-08-30,17.04131,17.04131,16.82965,16.82965
1989-08-31,17.11918,17.2102,17.0797,17.15975
1989-09-01,17.25955,17.29026,17.21897,17.23981
1989-09-04,17.46902,17.68068,17.46024,17.63023
1989-09-05,17.75086,17.79034,17.65107,17.65107
