Date,Open,High,Low,Close,Volume
1996-10-04,19.8344,20.71615,19.49962,19.78323,1914600
1996-10-07,19.56572,19.94955,19.56572,19.64995,1175100
1996-10-08,19.40046,19.63289,19.30664,19.33329,1181100
1996-10-09,19.18296,19.36634,19.0838,19.0838,1365600
1996-10-10,18.71703,18.96759,18.54324,18.68291,1305901
1996-10-11,18.81619,19.64995,18.75008,19.24267,2413800
1996-10-14,19.75017,20.75026,19.75017,20.24489,2783701
1996-10-15,20.33338,20.91659,20.30033,20.6671,2425800
1996-10-16,20.71615,20.83343,20.11694,20.16599,1407600
1996-10-17,20.58394,20.83343,20.45066,20.79398,1092601
1996-10-18,21.10104,22.83361,21.10104,22.66728,2007300
1996-10-21,23.13427,23.49891,22.49989,23.10975,1624500
1996-10-22,22.58412,22.78349,21.91668,22.06808,1096800
1996-10-23,22.03289,22.6161,21.75035,21.75035,581700
1996-10-24,21.58296,22.01584,21.06692,21.31748,721799
1996-10-25,21.16608,21.90708,20.93258,21.58296,846600
1996-10-28,22.21628,22.79949,22.13312,22.69393,881100
1996-10-29,22.58412,22.71526,22.30051,22.41566,816000
1996-10-30,22.60011,22.99993,22.58412,22.79949,975001
1996-10-31,22.49989,22.83361,22.16723,22.2504,936300
1996-11-01,22.63316,22.97328,22.48389,22.49989,549599
1996-11-04,22.6161,22.71526,22.2504,22.2504,407700
1996-11-05,22.43272,22.71526,22.41566,22.70033,416700
1996-11-06,22.83361,23.24942,22.68434,22.86666,689700
1996-11-07,23.24942,23.66844,22.91677,23.33365,1221900
1996-11-08,23.66844,23.8337,22.26639,22.75044,1753200
1996-11-11,23.66844,24.82419,23.41681,24.31668,1177200
1996-11-12,24.25058,24.50007,23.92752,24.31668,657900
1996-11-13,23.91686,24.33267,23.75053,23.94991,969300
1996-11-14,24.1333,24.20047,23.91686,24.00002,401102
1996-11-15,24.03307,24.28363,23.85075,23.88274,494102
1996-11-18,23.75053,23.8337,23.24942,23.49891,237300
1996-11-19,23.41681,23.49891,22.39967,22.58412,444299
1996-11-20,22.66728,23.24942,22.66728,22.99993,864001
1996-11-21,23.41681,23.54476,23.08416,23.24942,677700
1996-11-22,23.08416,23.33365,22.91677,22.99993,315000
1996-11-25,22.91677,23.41681,22.49989,23.20997,535799
